brand,name,price,spec_rating,processor,CPU,Ram_type,ROM_type,display_size,resolution_height,OS,Generation,Core,ram,rom,hdd,ssd,GPU_Brand,os,ppi
Lenovo,V15 G3 82TTA00VIH Laptop,33590,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
HP,Chromebook 15a-na0012TU Laptop,15990,69.32352941,5th Gen Intel Celeron i3 N4500,"Dual Core, 2 Threads",LPDDR4X,Hard_Disk,15.6,768,Chrome OS,5,3,4,128,128,0,Intel,Chrome,100.4546699
Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,33980,69.32352941,7th Gen AMD Ryzen i3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,14,1080,Windows 11 OS,7,3,8,512,0,512,AMD,Windows,157.3505121
Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,78400,71,7th Gen AMD Ryzen i5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,NVIDIA,Windows,141.2119981
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,79990,72,5th Gen AMD Ryzen i7 5800H,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,7,16,512,0,512,NVIDIA,Windows,141.2119981
Acer,Aspire 5 UN.K3JSI.004 Laptop,47990,67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,12,512,0,512,Intel,Windows,141.2119981
Asus,Vivobook Pro 15 M6500QC-HN542WS Laptop,74990,68,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,16,512,0,512,NVIDIA,Windows,141.2119981
MSI,Modern 15 B13M-291IN Laptop,45889,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,5,8,512,0,512,Intel,Windows,141.2119981
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,90990,70,7th Gen AMD Ryzen i7 7730U,"Octa Core, 16 Threads",LPDDR4X,SSD,14,1800,Windows 11 OS,7,7,16,512,0,512,AMD,Windows,242.5880863
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK521WS Laptop,50990,69.32352941,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,AMD,Windows,141.2119981
Samsung,Galaxy Book 3 NP750XFG-KA2IN Laptop,74990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,15.6,1080,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,141.2119981
Infinix,INBook Y1 Plus XL28 Laptop,25990,69.32352941,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",LPDDR4X,SSD,15.6,1080,Windows 11 OS,10,3,8,512,0,512,Intel,Windows,141.2119981
Samsung,Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop,133990,68,8th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,13.3,1080,Windows 11 OS,8,7,16,1000,0,1000,Intel,Windows,165.6321181
Samsung,Galaxy Book 3 Pro NP960XFG-KC2IN Laptop,165990,73,9th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,16,1800,Windows 11 OS,9,7,16,1000,0,1000,Intel,Windows,212.2645755
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop,163990,80,9th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,16,1800,Windows 11 OS,9,7,16,512,0,512,Intel,Windows,212.2645755
Samsung,Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop,109990,66,10th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,13.3,1080,Windows 11 OS,10,7,16,512,0,512,Intel,Windows,165.6321181
Samsung,Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop,139990,71,10th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,14,1800,Windows 11 OS,10,7,16,512,0,512,Intel,Windows,242.5880863
Samsung,Galaxy Book 3 360 13 NP730QFG-KA1IN Laptop,109990,66,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,13.3,1080,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,165.6321181
Samsung,Galaxy Book 3 Pro NP960XFG-KC1IN Laptop,149990,72,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,16,1800,Windows 11 OS,13,7,16,512,0,512,Intel,Windows,212.2645755
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,179990,81,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,16,1800,Windows 11 OS,13,7,16,1000,0,1000,Intel,Windows,212.2645755
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop,155990,74,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,16,1800,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,212.2645755
Samsung,Galaxy Book 3 Ultra Laptop,229900,78,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,16,1800,Windows 11 OS,13,9,32,512,0,512,NVIDIA,Windows,212.2645755
Lenovo,V15 ‎82C70005UK Laptop,35990,61,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.2119981
HP,15s-fq2717TU Laptop,37990,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,141.2119981
HP,14s-dq2649TU Laptop,34999,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,157.3505121
Apple,MacBook Pro 14 inch Laptop,290990,61,13th Gen Apple M i9 M2 Max,"24 Cores (8P + 16E), 32 Threads",Unified,SSD,14.2,1964,Mac OS,13,9,32,1000,0,1000,Others,Mac,253.9303427
Apple,MacBook Pro 14 inch Laptop,234990,69.32352941,13th Gen Apple M i9 M2 Pro ,"24 Cores (8P + 16E), 32 Threads",Unified,SSD,14.2,1964,Mac OS,13,9,16,1000,0,1000,Others,Mac,253.9303427
HP,Pavilion Plus 14-eh0037TU Laptop,82799,70,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,14,1800,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,242.5880863
Dell,Vostro 3425 D552308WIN9B Laptop,31790,60,5th Gen AMD Ryzen i3  5425U,"Quad Core, 8 Threads",DDR4,SSD,14,1080,Windows 11 OS,5,3,8,256,0,256,AMD,Windows,157.3505121
Lenovo,IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop,60990,67,5th Gen AMD Ryzen i7 5800H,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,7,8,512,0,512,NVIDIA,Windows,141.2119981
MSI,Thin GF63 12VF-268IN Laptop,86990,77,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,Hard_Disk,15.6,1080,Windows 11 OS,12,5,16,1000,1000,0,NVIDIA,Windows,141.2119981
Dell,Vostro 3420 Laptop,52990,63,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,5,16,512,0,512,Intel,Windows,157.3505121
Dell,Vostro 3425 Laptop,38990,69.32352941,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,157.3505121
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop,52558,60,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,5,16,512,0,512,AMD,Windows,141.2119981
Asus,VivoBook 14 X1400EA-EK322WS Notebook,31990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,157.3505121
HP,15-fc0026AU Laptop,34499,69.32352941,7th Gen AMD Ryzen i3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,3,8,512,0,512,AMD,Windows,141.2119981
Asus,Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop,94490,75,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,14,1800,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,242.5880863
HP,15s-fq2738TU Laptop,33800,69.32352941,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",DDR4,SSD,15.6,768,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,100.4546699
Samsung,Galaxy Book 3  NP750XFG-KB2IN Laptop,74390,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,15.6,1080,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,141.2119981
Asus,Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop,104490,71,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,14,1800,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,242.5880863
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,105739,71,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,15.6,1620,Windows 11 OS,13,9,16,1000,0,1000,Intel,Windows,211.8179971
Lenovo,Thinkpad E15 21E6S05A00 Laptop,45500,66,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop,50760,69.32352941,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,5,16,512,0,512,AMD,Windows,141.2119981
Asus,Vivobook Go 14 2023 E1404FA-NK542WS Laptop,49990,69.32352941,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,14,1080,Windows 11 OS,7,5,16,512,0,512,AMD,Windows,157.3505121
Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,33199,69.32352941,7th Gen AMD Ryzen i3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,14,1080,Windows 11 OS,7,3,8,512,0,512,AMD,Windows,157.3505121
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,70990,72,5th Gen AMD Ryzen i7 5800H,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,7,16,512,0,512,NVIDIA,Windows,141.2119981
Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,64990,71,7th Gen AMD Ryzen i5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,NVIDIA,Windows,141.2119981
Asus,Vivobook 16 2023 M1605YA-MB541WS Laptop,59990,64,7th Gen AMD Ryzen i5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,16,1200,Windows 11 OS,7,5,16,512,0,512,AMD,Windows,141.509717
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,88990,70,7th Gen AMD Ryzen i7 7730U,"Octa Core, 16 Threads",LPDDR4X,SSD,14,1800,Windows 11 OS,7,7,16,512,0,512,AMD,Windows,242.5880863
Asus,Vivobook Go 15 2023 E1504FA-NJ522WS Laptop,44990,69.32352941,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,AMD,Windows,141.2119981
HP,Pavilion Aero 13-be2047AU Laptop,77990,69,7th Gen AMD Ryzen i7 7735U,"Octa Core, 16 Threads",LPDDR5,SSD,13.3,1200,Windows 11 OS,7,7,16,1000,0,1000,AMD,Windows,170.2372535
Asus,Vivobook 16 2023 M1605YA-MB741WS Laptop,70990,65,7th Gen AMD Ryzen i7 7730U,"Octa Core, 16 Threads",DDR4,SSD,16,1200,Windows 11 OS,7,7,16,512,0,512,AMD,Windows,141.509717
Lenovo,IdeaPad  82K2022TIN Gaming Laptop,55990,70,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,NVIDIA,Windows,141.2119981
Infinix,Megabook T1 Laptop,43999,66,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",LPDDR4,SSD,15.6,1080,Windows 11 OS,11,5,16,512,0,512,Intel,Windows,141.2119981
Acer,Aspire 3 A315-24P NX.KDESI.004 Laptop,37990,69.32352941,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,AMD,Windows,141.2119981
HP,Victus 15-fb0106AX Gaming Laptop,64990,67,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,16,512,0,512,NVIDIA,Windows,141.2119981
Lenovo,IdeaPad Slim 1 82VG009MIN Laptop,32990,69.32352941,3rd Gen AMD Ryzen i3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,3,3,8,512,0,512,AMD,Windows,141.2119981
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,179490,81,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,16,1800,Windows 11 OS,13,7,16,1000,0,1000,Intel,Windows,212.2645755
Infinix,Zero Book Series ZL12 Laptop,56990,60,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,15.6,1080,Windows OS,12,5,16,512,0,512,Intel,Windows,141.2119981
HP,Victus 16-d0310TX Gaming Laptop,56990,71,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",DDR4,SSD,16.1,1080,Windows 11 OS,11,5,8,512,0,512,NVIDIA,Windows,136.8265323
Asus,VivoBook 15 X1500EA-EJ3381WS Laptop,34990,69.32352941,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,141.2119981
HP,Pavilion Plus 14-eh0037TU Laptop,83249,70,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,14,1800,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,242.5880863
Dell,Vostro 3420 Laptop,57990,60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,157.3505121
HP,Envy x360 13-bf0121TU  Laptop,85490,71,12th Gen Intel Core i5 1230U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,13.4,1200,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,168.9668262
Dell,Vostro 3520 Laptop,55890,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
Asus,Vivobook 15 X1502ZA-EJ381WS Laptop,40689,69.32352941,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
Acer,Aspire 5 A515-57 2022 Laptop,48990,65,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,141.2119981
HP,Pavilion 14-dv2014TU Laptop,66648,64,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,157.3505121
Acer,Aspire 5 A515-57 NX.K2VSI.002 Laptop,36990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
Xiaomi,G5 KE RC55KE Laptop,74990,73,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,NVIDIA,Windows,141.2119981
Lenovo,Legion 5 Pro 82RF00E1IN Gaming Laptop,144990,69.32352941,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,16,1600,Windows 11 OS,12,7,32,1000,0,1000,NVIDIA,Windows,188.6796226
Dell,Latitude 7420 Laptop,118499,69.32352941,11th Gen Intel Core i7 1185G7,"Quad Core, 8 Threads",DDR4,SSD,14,1080,Windows 10 OS,11,7,16,512,0,512,Intel,Windows,157.3505121
Lenovo,V15 82KDA00XIH Laptop,35490,69.32352941,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.2119981
Lenovo,IdeaPad Flex 5 82R90068IN Laptop,62889,74,5th Gen AMD Ryzen i7 5700U,"Octa Core, 16 Threads",DDR4,SSD,14,1200,Windows 11 OS,5,7,16,512,0,512,AMD,Windows,161.7253908
Lenovo,IdeaPad Gaming 3 82K201YAIN Laptop,63999,67,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,NVIDIA,Windows,141.2119981
LG,MagicBook 14 WDQ9BHNE Laptop,41990,69.32352941,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,157.3505121
Asus,VivoBook 14 2022 X1402ZA-MW311WS Laptop,49990,62,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,157.3505121
Asus,VivoBook 14 2022 X1402ZA-EK521WS Laptop,54990,62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,157.3505121
Lenovo,IdeaPad Gaming 3 82SA00B2IN Laptop,119990,75,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,16,1200,Windows 11 OS,12,7,16,512,0,512,NVIDIA,Windows,141.509717
MSI,Creator M16 A12UD-633IN Laptop,85990,78,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,16,1660,Windows 11 OS,12,7,16,512,0,512,NVIDIA,Windows,190.6936352
MSI,Creator Pro M16 A12UIS-634IN Gaming Laptop,85590,79,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,16,1660,Windows 11 OS,12,7,16,1000,0,1000,NVIDIA,Windows,190.6936352
Lenovo,V15 82KDA01EIH Laptop,31990,61,5th Gen AMD Ryzen i3 5300U,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,3,8,512,0,512,AMD,Windows,141.2119981
Asus,Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,55800,69.32352941,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,14,1200,Windows 11 OS,5,5,16,512,0,512,AMD,Windows,161.7253908
Xiaomi,Notebook Pro 120G Laptop,72422,68,12th Gen Intel Core i5 12450H ,"Octa Core, 16 Threads",LPDDR5,SSD,14,1600,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,215.6338544
Acer,Extensa 15 EX215-54 Laptop,31500,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,141.2119981
Asus,VivoBook 14 X415EA-EK322WS Notebook,37990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,157.3505121
HP,Victus 15-fb0050AX Gaming Laptop,63490,71,5th Gen AMD Ryzen i5 5600H ,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,NVIDIA,Windows,141.2119981
Lenovo,IdeaPad Slim 5 82SF008YIN Laptop,60990,66,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,141.2119981
Lenovo,IdeaPad Slim 3 82KU017EIN Laptop,39900,64,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.2119981
Asus,VivoBook 15 X1500EA-EJ322WS Laptop,33990,69.32352941,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,141.2119981
HP,Pavilion 15s-fq5112TU Laptop,57580,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,141.2119981
Asus,ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,339990,85,13th Gen AMD Ryzen i9  6900HX,"Octa Core, 16 Threads",DDR5,SSD,16,1600,Windows 11 OS,13,9,32,2000,0,2000,NVIDIA,Windows,188.6796226
HP,15s-fq2672TU Laptop,34999,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,141.2119981
HP,15s-fq5111TU Laptop,54990,61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
HP,15s-dr3506TU Laptop,35999,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,Hard_Disk,15.6,1080,Windows 11 OS,11,3,8,1000,1000,0,Intel,Windows,141.2119981
HP,15s-du3614TU Laptop,41710,65,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,Hard_Disk,15.6,1080,Windows 11 OS,11,3,8,1000,1000,0,Intel,Windows,141.2119981
Dell,Vostro 5625 laptop,50090,67,5th Gen AMD Ryzen i5 5625U,"Hexa Core, 12 Threads",DDR4,SSD,16,1200,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.509717
HP,Pavilion 14s- fy1003AU Laptop,45890,69.32352941,5th Gen AMD Ryzen i5 5500U ,"Hexa Core, 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,5,5,16,512,0,512,AMD,Windows,157.3505121
HP,15s-eq1559AU Laptop,29990,69.32352941,3rd Gen AMD Athlon Silver i4 3050U,"Dual Core, 2 Threads",DDR4,SSD,15.6,768,Windows 11 OS,3,4,8,512,0,512,AMD,Windows,100.4546699
HP,15s-FR2511TU Laptop,37672,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,141.2119981
Dell,G15-5525 Gaming Laptop,83523,77,6th Gen AMD Ryzen i7 6800H,"Octa Core, 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,6,7,16,512,0,512,NVIDIA,Windows,141.2119981
Acer,Aspire 5 A515-57G Gaming Laptop,52128,66,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,NVIDIA,Windows,141.2119981
Acer,Aspire 3 A315-59 Laptop,39990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
Dell,Inspiron 3525 Laptop,54790,66,5th Gen AMD Ryzen i7  5825U,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,7,8,512,0,512,AMD,Windows,141.2119981
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,147090,86,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,16,1600,Windows 11 OS,12,7,32,2000,0,2000,NVIDIA,Windows,188.6796226
HP,Pavilion 14-dv2041TU Laptop,67990,61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,157.3505121
MSI,Thin GF63 11SC-853IN Gaming Laptop,49290,70,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 10 OS,11,5,8,512,0,512,NVIDIA,Windows,141.2119981
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,51990,62,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11  OS,10,5,8,512,0,512,NVIDIA,Windows,141.2119981
HP,Pavilion 14-dv2015TU Laptop,83149,64,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,12,7,16,1000,0,1000,Intel,Windows,157.3505121
HP,Pavilion 15s-FQ5009TU Laptop,54999,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
Samsung,Galaxy Book2 15 Laptop,74990,65,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",LPDDR4,SSD,15.6,1080,Windows 11 OS,12,7,16,512,0,512,Intel,Windows,141.2119981
Lenovo,IdeaPad Gaming 3 82K200X3IN Laptop,66990,67,5th Gen AMD Ryzen i7 5800H,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,7,16,512,0,512,NVIDIA,Windows,141.2119981
HP,Pavilion 15-eg2009TU Laptop,61990,62,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
HP,Pavilion 14-ec1003AU Laptop,51573,69.32352941,5th Gen AMD Ryzen i5 5625U ,"Hexa Core, 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,157.3505121
